billboard_id,latitude,longitude,state_full,state_abbrev,campaign,url,message,street_view_date,mentions_bible_jesus_christians,mentions_n,mentions_y,no_message,image,
1433,41.5351,-83.6456,Ohio,OH,,"https://www.google.com/maps/@41.5327841,-83.6473079,3a,20y,27.68h,91t/data=!3m6!1e1!3m4!1s4kA4sS2SqcBolW3OG_EK7A!2e0!7i13312!8i6656",Read the Bible! Truth. Wisdom. Hope.,16-Nov,Y,,Y,,https://s17.postimg.org/67vs5r2sv/1433.png,
1434,41.5732,-109.2764,Wyoming,WY,,"https://www.google.com/maps/@41.5731501,-109.2716855,3a,63.2y,270.16h,103.78t/data=!3m6!1e1!3m4!1si_N9W2YlUFidYMipvk1-CQ!2e0!7i13312!8i6656",Data not available,12-Jun,Data not available,,,x,,
1435,41.5939,-83.5516,Ohio,OH,,"https://www.google.com/maps/@41.5927895,-83.5555196,3a,15y,75.9h,89.23t/data=!3m6!1e1!3m4!1sVAi8zRdCufzH3mNu5sbGSQ!2e0!7i13312!8i6656",In the beginning GOD CREATED.,16-Aug,N,N,,,https://s17.postimg.org/fsfesnmzz/1435.png,
1437,41.685,-92.0185,Iowa,IA,,"https://www.google.com/maps/@41.6870643,-92.0205263,3a,18.3y,147.96h,91.97t/data=!3m6!1e1!3m4!1sind6Jsot5PX9IKL62cByuA!2e0!7i13312!8i6656","After you die, you will meet God.",16-Oct,N,N,,,https://s17.postimg.org/s726svbwf/1437.png,
1438,42.0627,-83.2563,Michigan,MI,,"https://www.google.com/maps/@42.0645004,-83.2568503,3a,20.2y,154.43h,95.99t/data=!3m6!1e1!3m4!1sgRe-rQsW-ZN4v8IqJTAdVQ!2e0!7i13312!8i6656",Jesus your only way to God.,16-Jul,N,N,,,https://s17.postimg.org/91yxj9a4v/1438.png,
1444,43.053,-76.2405,New York,NY,,"https://www.google.com/maps/@43.053686,-76.2407755,3a,23.3y,179.6h,96.02t/data=!3m7!1e1!3m5!1sLDhUrr7HwHYGrWGgmX37tw!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DLDhUrr7HwHYGrWGgmX37tw%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%",Read the Bible! Truth. Wisdom. Hope.,16-Nov,Y,,Y,,https://s17.postimg.org/43bf4rocf/1444.png,
1448,43.2718,-84.5656,Michigan,MI,,"https://www.google.com/maps/@43.2713039,-84.5663281,3a,75y,42.9h,80.56t/data=!3m6!1e1!3m4!1sV3O3mqNCTxZkSgf0Cj_Hmg!2e0!7i13312!8i6656",Data not available,15-Oct,Data not available,,,x,,
1450,43.9425,-85.5209,Michigan,MI,,"https://www.google.com/maps/@43.9418993,-85.5221493,3a,63.2y,71.44h,82.42t/data=!3m6!1e1!3m4!1sW6sWraJ1-nNLGiKcUoBlUw!2e0!7i13312!8i6656",In the beginning GOD CREATED.,16-Nov,N,N,,,https://s17.postimg.org/jc1cijpqn/1450.png,
1455,45.7149,-94.9341,Minnesota,MN,,"https://www.google.com/maps/@45.7146816,-94.9354385,3a,27.4y,39.29h,90.29t/data=!3m6!1e1!3m4!1s5YPMVxhp1mpodSNYajbmGQ!2e0!7i13312!8i6656",In the beginning GOD CREATED.,16-Aug,N,N,,,https://s17.postimg.org/pcz1fmzi7/1455.png,
1458,46.7901,-113.7292,Montana,MT,,"https://www.google.com/maps/@46.7898802,-113.7298555,3a,56.7y,84.54h,95.81t/data=!3m6!1e1!3m4!1s8T49Fgc_T5gRO6FJNeaxIQ!2e0!7i13312!8i6656","After you die, you will meet God.",15-Oct,N,N,,,https://s17.postimg.org/e0mfxvte7/1458.png,
1459,47.1471,-96.9728,North Dakota,ND,,"https://www.google.com/maps/@47.1475441,-96.9724148,3a,75y,259.82h,89.05t/data=!3m6!1e1!3m4!1sq-eTqKznnGyeF5JUTzK7-A!2e0!7i13312!8i6656",Data not available,13-Sep,Data not available,,,x,,
1461,48.1453,-117.1418,Washington,WA,,"https://www.google.com/maps/@48.1457013,-117.1411077,3a,36.6y,290.68h,92.82t/data=!3m6!1e1!3m4!1sU4IyyA2fD5GJk1SA-8WxCA!2e0!7i13312!8i6656",Read the Bible! Truth. Wisdom. Hope.,16-Sep,Y,,Y,,https://s17.postimg.org/vdwqctoq7/1461.png,
1513,42.973451,-71.458814,New Hampshire,NH,,"https://www.google.com/maps/@42.9731887,-71.4588688,3a,75y,9.91h,90t/data=!3m7!1e1!3m5!1sTey-PwBymusW3Svtoc3EvA!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3DTey-PwBymusW3Svtoc3EvA%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203",Data not available,11-Aug,Data not available,,,x,,
1518,40.8301,-73.8511,New York,NY,,"https://www.google.com/maps/@40.8302487,-73.8501567,3a,75y,262.52h,101.67t/data=!3m6!1e1!3m4!1sHmvZ7_uaTZnzhUKmet3VRQ!2e0!7i13312!8i6656",Data not available,13-Jan,Data not available,,,x,,
1519,32.251223,-83.745005,Georgia,GA,,"https://www.google.com/maps/@32.2496681,-83.7447984,3a,17.6y,358.71h,93.36t/data=!3m6!1e1!3m4!1sOdloXYOye7X779DrXgrxFg!2e0!7i13312!8i6656",Data not available,11-Oct,Data not available,,,x,,
1521,39.39117389,-74.48897839,New Jersey,NJ,,"https://www.google.com/maps/@39.3915869,-74.4888484,3a,75y,212.82h,83.21t/data=!3m6!1e1!3m4!1sqzP6zIQn434FaFoOS8TS-Q!2e0!7i13312!8i6656",Data not available,16-Oct,Data not available,,,x,,
1527,41.8245908,-71.4098115,Rhode Island,RI,City poster campaign,"https://www.google.com/maps/@41.8255378,-71.4090952,3a,75y,199.18h,81.24t/data=!3m6!1e1!3m4!1sf8OBqssSjIZ2ZUN98Ls9AQ!2e0!7i13312!8i6656",Data not available,16-Oct,Data not available,,,x,,
1528,34.00027984,-118.1743124,California,CA,,"https://www.google.com/maps/@34.00047,-118.175118,3a,28.6y,105.93h,91.33t/data=!3m6!1e1!3m4!1sxD55qIwIkO2D-wpbwSTGNQ!2e0!7i13312!8i6656",Data not available,16-Oct,Data not available,,,x,,
1529,40.71420386,-74.13812667,New Jersey,NJ,,"https://www.google.com/maps/@40.7147162,-74.1390767,3a,75y,124.89h,88.59t/data=!3m6!1e1!3m4!1sCusaOm2kntZTO95Ni_xlfQ!2e0!7i13312!8i6656",Data not available,16-Oct,Data not available,,,x,,
1530,40.800042,-81.394712,Ohio,OH,,"https://www.google.com/maps/@40.7999353,-81.3962656,3a,75y,126.47h,98.91t/data=!3m6!1e1!3m4!1sSuv1cnIXTIhcyDfoI_UpOA!2e0!7i13312!8i6656",Data not available,16-Sep,Data not available,,,x,,
1532,33.873333,-118.230833,California,CA,,"https://www.google.com/maps/@33.8736577,-118.2311473,3a,51.7y,113.27h,101.75t/data=!3m6!1e1!3m4!1sv-vWtJlvENlhf-JbPVywKw!2e0!7i13312!8i6656",In the beginning GOD CREATED.,17-Apr,N,N,,,https://s18.postimg.org/qlkfeepkp/1532.png,
1537,32.966992,-83.820699,Georgia,GA,,"https://www.google.com/maps/@32.9664462,-83.8207167,3a,75y,320.59h,99.53t/data=!3m6!1e1!3m4!1sBO7MJJ2RKyLDPT4PBnQKAQ!2e0!7i13312!8i6656",Real Christians obey Jesus' teachings,17-Feb,Y,,Y,,https://s18.postimg.org/oh02d3b0p/1537.png,
1538,36.047358,-79.768094,North Carolina,NC,,"https://www.google.com/maps/@36.0476752,-79.7683583,3a,75y,180.09h,99.95t/data=!3m7!1e1!3m5!1sRbvMSRN0JQY_GJJ3RkTYkA!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DRbvMSRN0JQY_GJJ3RkTYkA%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%",Real Christians obey Jesus' teachings,17-Apr,Y,,Y,,https://s18.postimg.org/sz2d59bnt/1538.png,
1539,34.235278,-83.491826,Georgia,GA,,"https://www.google.com/maps/@34.2353459,-83.4913588,3a,75y,299.64h,92.35t/data=!3m6!1e1!3m4!1s6QVcW2vFpxM91u8AA9grOw!2e0!7i13312!8i6656",Data not available,15-Sep,Data not available,,,x,,
1540,35.70323,-81.253681,North Carolina,NC,,"https://www.google.com/maps/@35.7035084,-81.2542282,3a,75y,136.99h,93.38t/data=!3m7!1e1!3m5!1s8QBMBKI3rXuBo0sl01w7ig!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3D8QBMBKI3rXuBo0sl01w7ig%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%",Data not available,16-Nov,Data not available,,,x,,
1541,40.44988,-75.43534,Pennsylvania,PA,,"https://www.google.com/maps/@40.4497297,-75.4357071,3a,75y,97.2h,96.37t/data=!3m6!1e1!3m4!1s2cvINvuxaDWdF-woxZovGA!2e0!7i13312!8i6656",Data not available,15-Aug,Data not available,,,x,,
1542,36.076297,-79.897248,North Carolina,NC,,"https://www.google.com/maps/@36.0762302,-79.897622,3a,65.2y,57.66h,91.79t/data=!3m6!1e1!3m4!1srCcXOOdmZ5zLhQI4_NJXvQ!2e0!7i13312!8i6656",Lust drags you down to hell,17-Apr,N,N,,,https://s18.postimg.org/ccksvxind/1542.png,
1543,34.264232,-79.710565,South Carolina,SC,,"https://www.google.com/maps/@34.266465,-79.7101886,3a,75y,230.89h,103.56t/data=!3m6!1e1!3m4!1s6B92WZlPHXJWnIZ4DJt6hA!2e0!7i13312!8i6656",Data not available,14-Dec,Data not available,,,x,,
1544,42.64355,-84.7066,Michigan,MI,,"https://www.google.com/maps/@42.6439682,-84.7038982,3a,75y,296.18h,94.43t/data=!3m6!1e1!3m4!1s1WYzyWI1Ias1XdcyGAFrTw!2e0!7i13312!8i6656",Data not available,16-Nov,Data not available,,,x,,
1545,40.86018,-75.64927,Pennsylvania,PA,,"https://www.google.com/maps/@40.8593679,-75.6498353,3a,75y,345.93h,95.01t/data=!3m6!1e1!3m4!1sDO3qsg8VtKObEZW5HYjryQ!2e0!7i13312!8i6656",Data not available,15-Dec,Data not available,,,x,,
1546,42.17637,-86.30061,Michigan,MI,,"https://www.google.com/maps/@42.1759123,-86.3002268,3a,75y,254.15h,99.93t/data=!3m6!1e1!3m4!1sZQmBNsrvSZvMAZBiNiZgEQ!2e0!7i13312!8i6656",Data not available,16-Oct,Data not available,,,x,,
1547,34.20602,-79.94133,South Carolina,SC,,"https://www.google.com/maps/@34.2063468,-79.9410525,3a,75y,233.91h,100.92t/data=!3m7!1e1!3m5!1s4PiT1rOTH626w45QRy_44A!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3D4PiT1rOTH626w45QRy_44A%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w",Read the Bible! Truth. Wisdom. Hope.,17-Apr,Y,,Y,,https://s18.postimg.org/9mbgytlzd/1547.png,
1548,36.037546,-79.799784,North Carolina,NC,,"https://www.google.com/maps/@36.0378311,-79.8000411,3a,33.3y,135.66h,101.88t/data=!3m6!1e1!3m4!1spdFrMYf85gWrD47YtRL5Qg!2e0!7i13312!8i6656",Data not available,17-Apr,Data not available,,,x,,
1549,35.373921,-80.662965,North Carolina,NC,,"https://www.google.com/maps/@35.3736471,-80.662753,3a,25.3y,320.96h,96.25t/data=!3m6!1e1!3m4!1sv3m1hEMycYVYMju4lP8jsQ!2e0!7i13312!8i6656",Jesus your only way to God.,17-Jan,N,N,,,https://s18.postimg.org/nijpaofnd/1549.png,
1550,34.17738,-97.16705,Oklahoma,OK,,"https://www.google.com/maps/@34.1768472,-97.1683964,3a,75y,73.85h,99.8t/data=!3m6!1e1!3m4!1sSK_kAMEVuDC00y_z2fbAtg!2e0!7i13312!8i6656",Data not available,13-Aug,Data not available,,,x,,
1551,33.106953,-83.256988,Georgia,GA,,"https://www.google.com/maps/@33.1076356,-83.2568342,3a,75y,162.45h,84.18t/data=!3m6!1e1!3m4!1s94AzodNTgW-5ek37BSL-ag!2e0!7i13312!8i6656",Data not available,16-Aug,Data not available,,,x,,
1552,40.090385,-86.95089,Indiana,IN,,"https://www.google.com/maps/@40.0908559,-86.9508942,3a,75y,31.24h,83.41t/data=!3m6!1e1!3m4!1so68o6qbE-Tkl1c1lkfUQAw!2e0!7i13312!8i6656",Data not available,11-Oct,Data not available,,,x,,
1553,40.72581151,-74.14037704,New Jersey,NJ,,"https://www.google.com/maps/@40.7258691,-74.1412167,3a,75y,126.51h,104.29t/data=!3m6!1e1!3m4!1sdXNtna7seXUFQiDu5us6pA!2e0!7i13312!8i6656",Data not available,15-Sep,Data not available,,,x,,
1554,45.229382,-93.02759439,Minnesota,MN,,"https://www.google.com/maps/@45.2282136,-93.0289006,3a,75y,62.67h,91.46t/data=!3m6!1e1!3m4!1swNLapJU_YSpkfq9qlR9IwA!2e0!7i13312!8i6656",Data not available,15-Nov,Data not available,,,x,,
1555,33.537545,-84.363992,Georgia,GA,,"https://www.google.com/maps/@33.5366785,-84.3649283,3a,75y,255.98h,70.44t/data=!3m6!1e1!3m4!1sn1zI_Jxzx23ZMJ9OKH4M5w!2e0!7i13312!8i6656",Data not available,17-Feb,Data not available,,,x,,
1556,39.9528,-86.3595,Indiana,IN,,"https://www.google.com/maps/@39.9524849,-86.3595971,3a,75y,358.98h,91.12t/data=!3m6!1e1!3m4!1ss7cAi5UBNh80fUeQekwegw!2e0!7i13312!8i6656",Data not available,12-Jun,Data not available,,,x,,
1557,37.75360486,-122.193908,California,CA,,"https://www.google.com/maps/@37.7536351,-122.1944565,3a,32y,97.53h,87.35t/data=!3m7!1e1!3m5!1sj-pMesgN2A96A9_6cJLgvA!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3Dj-pMesgN2A96A9_6cJLgvA%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%",Beyond Reasonable Doubt Jesus is Alive!,17-Apr,N,N,,,https://s17.postimg.org/poghs886n/1557.png,
1558,32.25737622,-96.50297668,Texas,TX,,"https://www.google.com/maps/@32.2567705,-96.5032639,3a,28.4y,24.15h,97.16t/data=!3m6!1e1!3m4!1sBl49E3IwcmNQhh-aq3oMtA!2e0!7i13312!8i6656",In despair? Jesus is your hope!,17-Jan,N,N,,,https://s18.postimg.org/qybtkdi2h/1558.png,
1559,39.99715917,-75.03331661,New Jersey,NJ,,"https://www.google.com/maps/@39.9972558,-75.033676,3a,75y,144.66h,88.23t/data=!3m6!1e1!3m4!1sZJiQnmU7-dLcjz3bV95o0Q!2e0!7i13312!8i6656",Data not available,16-Sep,Data not available,,,x,,
1560,32.706,-96.284,Texas,TX,,"https://www.google.com/maps/@32.7053797,-96.2838537,3a,75y,11.94h,83.19t/data=!3m6!1e1!3m4!1sSR4dK1Y1Q8PMEotWwIqrcQ!2e0!7i13312!8i6656",Data not available,17-Feb,Data not available,,,x,,
1561,28.03330362,-82.47023147,Florida,FL,,"https://www.google.com/maps/@28.0333127,-82.46854,3a,75y,260.84h,93.59t/data=!3m6!1e1!3m4!1sd9G-sq8dQEfR79Dgvw0lTw!2e0!7i13312!8i6656",Data not available,16-Aug,Data not available,,,x,,
1562,40.751949,-74.167947,New Jersey,NJ,,"https://www.google.com/maps/@40.7515901,-74.167702,3a,75y,331.27h,96.01t/data=!3m6!1e1!3m4!1segnKi2t_u8JA1AAwc0-BAw!2e0!7i13312!8i6656",Data not available,16-Sep,Data not available,,,x,,
1563,45.21456808,-93.02731007,Minnesota,MN,,"https://www.google.com/maps/@45.2136594,-93.0286318,3a,61.1y,82.64h,93.75t/data=!3m6!1e1!3m4!1sbBql45WSAw9KI121Raj9EQ!2e0!7i13312!8i6656",Data not available,16-Nov,Data not available,,,x,,
1564,42.445644,-70.965795,Massachusetts,MA,,"https://www.google.com/maps/@42.4460021,-70.9653389,3a,75y,207.68h,101.21t/data=!3m6!1e1!3m4!1sYQjAY3H3XQQCpHELBR3Xsw!2e0!7i13312!8i6656",Data not available,12-Oct,Data not available,,,x,,
1565,39.731212,-75.621606,Delaware,DE,,"https://www.google.com/maps/@39.731081,-75.6208014,3a,75y,267.13h,97.82t/data=!3m6!1e1!3m4!1s4m748R12riFYkwp9xGLxlg!2e0!7i13312!8i6656",Data not available,15-Nov,Data not available,,,x,,
1566,39.296497,-76.505554,Maryland,MD,,"https://www.google.com/maps/@39.2966133,-76.5058997,3a,75y,136.63h,69.07t/data=!3m6!1e1!3m4!1sCvsMMdPYQ2irKQ7mUsinqg!2e0!7i13312!8i6656",Data not available,16-Jul,Data not available,,,x,,
1567,28.39777108,-82.66232371,Florida,FL,,"https://www.google.com/maps/@28.3976634,-82.6618594,3a,75y,307.37h,80.76t/data=!3m6!1e1!3m4!1sM346_R-BArHf7PRVbdZE-g!2e0!7i13312!8i6656",Data not available,16-Dec,Data not available,,,x,,
1568,27.37767,-80.386233,Florida,FL,,"https://www.google.com/maps/@27.3767657,-80.3849954,3a,75y,325.97h,95.92t/data=!3m6!1e1!3m4!1sS5aQBKsTzpoIoSXRroByoA!2e0!7i13312!8i6656",Data not available,16-Jun,Data not available,,,x,,
1569,39.482471,-76.212767,Maryland,MD,,"https://www.google.com/maps/@39.482206,-76.212637,3a,75y,323.93h,93.92t/data=!3m6!1e1!3m4!1sn0LZnSZ8h7StcUKQ1PiG1A!2e0!7i13312!8i6656",Data not available,15-Nov,Data not available,,,x,,
1570,35.38335138,-106.4623743,New Mexico,NM,,"https://www.google.com/maps/@35.3833871,-106.463207,3a,15.9y,100.53h,92.3t/data=!3m6!1e1!3m4!1sOjZux2XMCS3VqlLGkUgt0g!2e0!7i13312!8i6656",There is Evidence for GOD!,17-Apr,N,N,,,https://s18.postimg.org/7lkxeb2s9/1570.png,
1571,32.49544,-97.287439,Texas,TX,,"https://www.google.com/maps/@32.4958929,-97.2868594,3a,36.4y,242.32h,95.04t/data=!3m6!1e1!3m4!1sU0nk0mvO2R24U7hMKnuQ4A!2e0!7i13312!8i6656",Data not available,15-Jul,Data not available,,,x,,
1572,39.302427,-76.547249,Maryland,MD,,"https://www.google.com/maps/@39.3023567,-76.5460337,3a,75y,303.93h,86.99t/data=!3m6!1e1!3m4!1sXcw_vsbXEVgk_0P-W9SH8w!2e0!7i13312!8i6656",Data not available,14-Sep,Data not available,,,x,,
1573,33.43710661,-112.1232194,Arizona,AZ,,"https://www.google.com/maps/@33.4368376,-112.1219279,3a,75y,296.46h,95.9t/data=!3m6!1e1!3m4!1s_Uh8E0bOFBok78wN6kwWWg!2e0!7i13312!8i6656",Data not available,16-Dec,Data not available,,,x,,
1574,27.485314,-80.489756,Florida,FL,,"https://www.google.com/maps/@27.4847905,-80.4894057,3a,75y,338.84h,102.06t/data=!3m6!1e1!3m4!1s-5NIt2KPh-R2RiqT5McR2A!2e0!7i13312!8i6656",Data not available,11-Jun,Data not available,,,x,,
1575,33.91667419,-118.2238501,California,CA,,"https://www.google.com/maps/@33.9185205,-118.2238883,3a,75y,189.97h,89.12t/data=!3m6!1e1!3m4!1sMTGW77NrSX7-lTKTkTwkLg!2e0!7i13312!8i6656",Data not available,15-Jul,Data not available,,,x,,
1576,32.13478606,-110.8912727,California,CA,,"https://www.google.com/maps/@32.1344919,-110.8906177,3a,75y,300.24h,85.15t/data=!3m6!1e1!3m4!1srJh3a7syifz3MyJliKtvYg!2e0!7i13312!8i6656",Data not available,16-Aug,Data not available,,,x,,
1577,37.988568,-121.28523,California,CA,,"https://www.google.com/maps/@37.9894262,-121.2859436,3a,75y,98.47h,93.02t/data=!3m6!1e1!3m4!1saRQsMYt6JABBGBRDWiC0KQ!2e0!7i13312!8i6656",Data not available,16-Dec,Data not available,,,x,,
1578,29.465336,-95.349805,Texas,TX,,"https://www.google.com/maps/@29.4650751,-95.3496676,3a,43.6y,355.07h,100.46t/data=!3m6!1e1!3m4!1so2eI-BaEoCuxVglxBOMZwA!2e0!7i13312!8i6656",Who is Jesus? Read Matthew's Gospel,17-Feb,Y,,Y,,https://s18.postimg.org/lvpwc2wbt/1578.png,
1579,33.17587029,-96.51316877,Texas,TX,,"https://www.google.com/maps/@33.1762723,-96.5154546,3a,75y,99.34h,92.14t/data=!3m6!1e1!3m4!1s7ilOMSEr68EY10bhKenazw!2e0!7i13312!8i6656",Data not available,15-Jun,Data not available,,,x,,
1580,29.633028,-81.588635,Florida,FL,,"https://www.google.com/maps/@29.6337707,-81.5884578,3a,75y,306.89h,83.26t/data=!3m6!1e1!3m4!1sVExs37Mx1lNrnWbr4dCpzA!2e0!7i13312!8i6656",Data not available,15-Jun,Data not available,,,x,,
1581,39.8709,-83.9739,Ohio,OH,,"https://www.google.com/maps/@39.8730054,-83.9749923,3a,28.7y,161.06h,94.21t/data=!3m6!1e1!3m4!1sQFITBZhwrQOyIEuKoDSYWg!2e0!7i13312!8i6656",Data not available,15-Jul,Data not available,,,x,,
1582,31.2108,-97.3007,Texas,TX,,"https://www.google.com/maps/@31.2102819,-97.3013406,3a,75y,68.39h,87.18t/data=!3m6!1e1!3m4!1sPs9c6mxnhhauJ51AX4mrdQ!2e0!7i13312!8i6656",Data not available,11-Jul,Data not available,,,x,,
1583,35.8746,-84.2463,Tennessee,TN,,"https://www.google.com/maps/@35.8740808,-84.2462124,3a,28.3y,345.83h,97.68t/data=!3m6!1e1!3m4!1sVIn6NXgDvi7ENfzDesZuPQ!2e0!7i13312!8i6656",Real Christians obey Jesus' teachings,17-Feb,Y,,Y,,https://s18.postimg.org/z6dr5gx55/1583.png,
1584,35.554,-97.4566,Oklahoma,OK,,"https://www.google.com/maps/@35.5535734,-97.4555973,3a,32.9y,285.11h,89.49t/data=!3m6!1e1!3m4!1sMbLfACdMP9itvHesSgkk2Q!2e0!7i13312!8i6656",Who is Jesus? Read Matthew's Gospel,17-Apr,Y,,Y,,https://s18.postimg.org/3mnpv8ls9/1584.png,
1585,32.4628,-93.8269,Louisiana,LA,,"https://www.google.com/maps/@32.4618467,-93.825882,3a,40y,302.63h,103.79t/data=!3m6!1e1!3m4!1stKj_-GduzGL5-_Q7KjCEEA!2e0!7i13312!8i6656",Data not available,16-Jan,Data not available,,,x,,
1586,34.5631,-84.9402,Georgia,GA,,"https://www.google.com/maps/@34.5637169,-84.9413375,3a,75y,132.4h,91.28t/data=!3m6!1e1!3m4!1sOXpZk_Lgl72eN_DafuX7Hg!2e0!7i13312!8i6656",Data not available,16-Sep,Data not available,,,x,,
1587,32.4674,-93.814,Louisiana,LA,,"https://www.google.com/maps/@32.4661865,-93.8150309,3a,75y,18.39h,85.12t/data=!3m6!1e1!3m4!1s7sLOLAv3dVB4i3LltfZsbQ!2e0!7i13312!8i6656",Data not available,16-Oct,Data not available,,,x,,
1588,36.9478,-84.1248,Kentucky,KY,,"https://www.google.com/maps/@36.9492069,-84.1217155,3a,17.8y,238.55h,88.89t/data=!3m6!1e1!3m4!1sSCLup6gB9PKwsZU6Xv-TIg!2e0!7i13312!8i6656",Data not available,16-Nov,Data not available,,,x,,
1589,33.7461,-78.9579,South Carolina,SC,,"https://www.google.com/maps/@33.745905,-78.9568125,3a,25.4y,243.55h,90.92t/data=!3m6!1e1!3m4!1sAZst5ztDTPaKt2dGeHMrPw!2e0!7i13312!8i6656",In despair? Jesus is your hope!,17-Jan,N,N,,,https://s18.postimg.org/49mmkwg55/1589.png,
1590,34.6811,-86.5779,Alabama,AL,,"https://www.google.com/maps/@34.6808867,-86.5775711,3a,33.5y,291.93h,97.15t/data=!3m6!1e1!3m4!1sc1i7wCSXcAqMTvDsRZFN7A!2e0!7i13312!8i6656",In despair? Jesus is your hope!,17-Apr,N,N,,,https://s18.postimg.org/j6v3logg9/1590.png,
1591,32.4591,-93.8336,Louisiana,LA,,"https://www.google.com/maps/@32.4594607,-93.834742,3a,75y,131.23h,103.22t/data=!3m6!1e1!3m4!1sgdCYgOSGeQbbOi23OBAxrw!2e0!7i13312!8i6656",Data not available,16-Oct,Data not available,,,x,,
1592,33.753,-86.8291,Alabama,AL,,"https://www.google.com/maps/@33.7530494,-86.8288914,3a,75y,288.6h,65.46t/data=!3m6!1e1!3m4!1s3zgu5qvGxjGj9qmQo5Gnzw!2e0!7i13312!8i6656",Data not available,14-May,Data not available,,,x,,
1593,30.9193,-97.5449,Texas,TX,,"https://www.google.com/maps/@30.9200027,-97.545773,3a,51.7y,92.32h,92.8t/data=!3m6!1e1!3m4!1sACIHTEijF6MG4xwqsjnPeA!2e0!7i13312!8i6656",Data not available,16-Nov,Data not available,,,x,,
1594,40.1242,-75.7837,Pennsylvania,PA,,"https://www.google.com/maps/@40.124951,-75.784013,3a,75y,165.08h,90.52t/data=!3m6!1e1!3m4!1s_6oZZDtsjF72Es8RiCOXuA!2e0!7i13312!8i6656",Data not available,16-Aug,Data not available,,,x,,
1595,33.4117,-86.9714,Alabama,AL,,"https://www.google.com/maps/@33.4118734,-86.9692434,3a,56y,309.74h,95.17t/data=!3m6!1e1!3m4!1srFcMZlMb27DfgGAZgV3LgA!2e0!7i13312!8i6656",Data not available,16-Jul,Data not available,,,x,,
1596,40.3292,-76.7723,Pennsylvania,PA,,"https://www.google.com/maps/@40.3298465,-76.7731116,3a,38.5y,153.12h,93.17t/data=!3m6!1e1!3m4!1sh5dR3g5X3U-j42bmV70KMQ!2e0!7i13312!8i6656",Data not available,16-Nov,Data not available,,,x,,
1597,32.2994,-90.2768,Mississippi,MS,,"https://www.google.com/maps/@32.2993188,-90.277528,3a,75y,59.68h,87.15t/data=!3m6!1e1!3m4!1s8mcJN8WLIym0m8LcTrHcTw!2e0!7i13312!8i6656",Data not available,16-Aug,Data not available,,,x,,
1598,30.4108,-86.76,Florida,FL,,"https://www.google.com/maps/@30.4112349,-86.7603116,3a,36y,148.22h,94.02t/data=!3m6!1e1!3m4!1sm6-eWOFQHTE2LDB9WgWdjQ!2e0!7i13312!8i6656",Jesus your only way to God.,17-Jan,N,N,,,https://s18.postimg.org/4kzhjwrrt/1598.png,
1599,35.8155,-84.2978,Tennessee,TN,,"https://www.google.com/maps/@35.814798,-84.2977805,3a,30.2y,344.55h,98.65t/data=!3m6!1e1!3m4!1sqGjp12l4F5N0gyes8FQDpg!2e0!7i13312!8i6656",There is Evidence for GOD!,17-Feb,N,N,,,https://s18.postimg.org/d77ci7yah/1599.png,
1600,38.8291,-91.01218,Montana,MO,,"https://www.google.com/maps/@38.8296338,-91.0134436,3a,75y,95.1h,81.82t/data=!3m6!1e1!3m4!1s9MJAFkvjivkIvIhyYCFvRg!2e0!7i13312!8i6656",Data not available,16-Nov,Data not available,,,x,,
1601,31.9181,-81.3273,Georgia,GA,,"https://www.google.com/maps/@31.918785,-81.3282928,3a,21.6y,183.61h,89.37t/data=!3m6!1e1!3m4!1sCr3v-UDs5W9Lf-UOuiChHA!2e0!7i13312!8i6656",Who is Jesus?,17-Jan,N,N,,,https://s18.postimg.org/5bwt333zt/1601.png,
1601_2,31.9181,-81.3273,Georgia,GA,,"https://www.google.com/maps/@31.918785,-81.3282928,3a,21.6y,137.11h,87.02t/data=!3m6!1e1!3m4!1sCr3v-UDs5W9Lf-UOuiChHA!2e0!7i13312!8i6656",Real Christians obey Jesus' teachings,17-Jan,Y,,Y,,https://s18.postimg.org/oh02cvsyh/1601_2.png,
1602,36.6887,-87.4253,Kentucky,KY,,"https://www.google.com/maps/@36.6891805,-87.4198327,3a,75y,215.32h,75.28t/data=!3m6!1e1!3m4!1sq1sFy88uNNBZvKZjj0jMMg!2e0!7i13312!8i6656",Data not available,16-Jul,Data not available,,,x,,
